MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
0.6584      30.97       0.9694      0.2537      1.785       25.44       6.361       0.003142    0.8372      0.7035      0.05642     
0.2866      78.69       0.975       0.3315      1.845       66.88       16.72       0.006829    0.7003      0.6614      0.2508      
0.8775      19.77       0.9522      0.2602      1.584       63.71       15.93       0.00601     0.7446      0.6495      0.7769      
2.385       24.08       0.9346      0.1691      1.953       63.74       15.94       0.007376    0.8206      1.075       0.3159      
0.1798      18          0.9746      0.2869      1.372       43.74       10.93       0.008536    0.7114      0.4786      0.8987      
0.9186      72.56       0.9711      0.3414      1.672       62.33       15.58       0.007464    0.6392      0.5889      0.4011      
1.612       31.38       0.9475      0.3762      1.621       61.42       15.36       0.003562    0.6492      1.473       0.3639      
2.6         66.36       0.9206      0.4872      1.789       55.03       13.76       0.007815    0.6537      0.08444     0.1317      
7.989       44.31       0.8379      0.4645      1.61        43.26       10.82       0.005091    0.7256      0.02276     0.5119      
4.79        53.06       0.881       0.3474      1.844       53.38       13.35       0.004607    0.7931      0.8625      0.3203      
1.698       16.17       0.9397      0.2786      1.287       76.41       19.1        0.005446    0.6281      1.502       0.6859      
1.933       47.26       0.9443      0.2926      1.881       76.55       19.14       0.007367    0.6516      0.6428      0.7496      
0.7768      23.39       0.9715      0.3618      1.96        36.11       9.028       0.004902    0.6184      0.7374      0.7957      
7.496       40.85       0.844       0.243       1.525       50.55       12.64       0.006035    0.7626      0.04475     0.5823      
0.2581      62.22       0.965       0.4261      2.017       39.61       9.903       0.005499    0.7423      1.402       0.5833      
0.4264      51.83       0.9862      0.4768      1.762       64.21       16.05       0.006768    0.6997      0.4096      0.2148      
7.743       41.33       0.8356      0.4226      1.62        40.69       10.17       0.005431    0.7223      0.4262      0.5469      
1.176       67.89       0.9635      0.4532      1.471       42.6        10.65       0.009177    0.7289      1.131       0.8798      
0.6957      46.91       0.9774      0.2179      1.71        36.61       9.152       0.008897    0.6321      0.1301      0.2328      
6.937       39.08       0.855       0.4504      1.458       37.61       9.403       0.006298    0.7285      0.00125     0.3815      
7.546       38.35       0.8377      0.187       1.593       45.4        11.35       0.005596    0.7238      0.3163      0.5547      
7.757       45.29       0.8418      0.4173      1.629       53.25       13.31       0.006302    0.761       0.2048      0.4031      
1.709       19          0.9518      0.3898      1.396       77.49       19.37       0.007459    0.7956      0.8878      0.6778      
4.489       32.96       0.9067      0.1039      1.665       42.68       10.67       0.003988    0.7865      1.039       0.2824      
4.059       51.49       0.8981      0.1344      1.798       69.43       17.36       0.004361    0.7509      0.6231      0.2105      
0.288       69.8        0.9872      0.2336      1.658       87.11       21.78       0.007101    0.768       0.2852      0.7225      
3.541       54.36       0.927       0.4647      1.487       52.12       13.03       0.005699    0.7771      1.287       0.5119      
3.446       36.68       0.912       0.1709      1.841       73.46       18.36       0.006321    0.6835      1.171       0.5777      
0.1107      22.16       0.9647      0.3993      1.393       66.27       16.57       0.00527     0.7654      0.1959      0.9403      
0.4904      7.97        0.9837      0.2765      1.952       55.95       13.99       0.009279    0.8258      1.206       0.4519      
5.265       32.28       0.8823      0.4016      1.451       66.03       16.51       0.007803    0.7693      0.6115      0.2933      
5.776       49.77       0.8637      0.2963      1.632       52.02       13          0.005297    0.7581      0.3588      0.4184      
0.5215      9.72        0.9783      0.3794      1.617       75.51       18.88       0.009834    0.6387      1.709       0.8648      
1.087       48.88       0.9605      0.4895      1.456       24.57       6.142       0.008585    0.6389      1.513       0.4344      
2.096       69.83       0.9214      0.375       1.293       52.76       13.19       0.003468    0.7081      0.6854      0.4648      
1.461       67.16       0.9524      0.2763      2.061       37.1        9.276       0.005706    0.7266      0.6797      0.2034      
0.9431      18.97       0.9779      0.1254      1.258       52.65       13.16       0.005623    0.6341      1.17        0.1471      
5.671       35.74       0.8655      0.285       1.593       35.94       8.986       0.004724    0.7848      0.7078      0.5104      
1.014       11.1        0.9696      0.4119      1.373       79          19.75       0.006027    0.6336      0.2564      0.3123      
1.766       18.5        0.95        0.1384      1.781       79.34       19.84       0.006075    0.7454      0.3336      0.7724      
1.102       21.71       0.9548      0.4817      1.639       24.3        6.076       0.006541    0.718       0.4486      0.1115      
0.3922      51.11       0.9511      0.4917      1.47        59.61       14.9        0.009479    0.7904      1.866       0.7628      
6.539       28.99       0.8543      0.3699      1.463       50.71       12.68       0.007028    0.7023      0.3968      0.5325      
2.834       30.47       0.9191      0.2948      1.789       64.22       16.06       0.006547    0.8146      1.319       0.6699      
6.511       46.68       0.8689      0.4584      1.476       52.61       13.15       0.006456    0.7266      0.471       0.5201      
5.243       46.85       0.8767      0.4493      1.827       47.59       11.9        0.005292    0.7029      0.9473      0.3578      
3.428       34.73       0.9309      0.1847      1.677       56.23       14.06       0.007291    0.808       0.2171      0.559       
0.5172      65.61       0.9865      0.2669      1.909       36.77       9.191       0.006245    0.7402      1.79        0.7221      
5.553       48.77       0.8782      0.2207      1.401       54.09       13.52       0.004299    0.7768      0.8173      0.6307      
1.895       61.61       0.9604      0.3031      1.98        77.84       19.46       0.005283    0.6658      0.5069      0.1026      
2.004       36.2        0.9412      0.1135      1.792       72.53       18.13       0.00904     0.7148      1.488       0.1753      
7.453       40.57       0.8426      0.1471      1.558       48.36       12.09       0.005828    0.7332      0.3896      0.5045      
4.013       27.9        0.9031      0.4213      1.371       63.88       15.97       0.005014    0.6777      0.431       0.2389      
0.9435      47.85       0.9654      0.1888      1.773       29.43       7.357       0.008096    0.6979      0.6863      0.1376      
5.832       40.47       0.8665      0.1482      1.53        39.79       9.947       0.006846    0.7425      0.4818      0.4907      
1.008       25.15       0.973       0.2623      1.939       72.08       18.02       0.008785    0.7071      1.632       0.751       
7.612       39.61       0.8406      0.4595      1.498       53.89       13.47       0.004541    0.7676      0.314       0.4325      
2.576       65.42       0.941       0.4661      1.584       57.1        14.27       0.005426    0.6391      1.371       0.6686      
3.62        20.3        0.9236      0.3576      1.644       30.38       7.594       0.004611    0.8136      0.4627      0.3014      
1.588       12.18       0.9491      0.1998      1.89        48.89       12.22       0.004996    0.8294      1.326       0.2532      
0.04344     31.29       0.9594      0.1417      1.278       34.33       8.583       0.01096     0.8011      0.6362      0.6458      
2.059       39.39       0.9377      0.3813      1.485       42.54       10.63       0.005098    0.7944      0.6353      0.7985      
0.2791      59.4        0.9884      0.1884      1.477       51.45       12.86       0.006003    0.6354      1.677       0.3804      
